tournament,match_count,tier,region,stage_type,notes
Challengers 2026: MENA Resilience Pulse Stage - Middle East,14,tier2,auto:EMEA,auto:main_event,
Strike Arabia Championship: Finals,14,tier1,,auto:main_event,
Challengers 2026: SEA Split 1 - Philippines Qualifier,14,tier2,auto:SEA,auto:qualifier,
Challengers 2026: SEA Split 1 - Rest of SEA Qualifier,14,tier2,auto:SEA,auto:qualifier,
India Today League Valorant Cup,14,tier3,,auto:main_event,
Challengers 2026: SEA Split 1 - Thailand Qualifier,14,tier2,auto:SEA,auto:qualifier,
Game Changers 2025: Japan Split 2,14,game_changers,auto:Japan,auto:main_event,
Champions Tour Game Changers Championship: Berlin,14,game_changers,,auto:main_event,
Game Changers 2026: Southeast Asia Split 1,14,game_changers,auto:SEA,auto:main_event,
Champions Tour Game Changers SEA: FSL Elite,14,game_changers,,auto:main_event,
Game Changers 2023 Asia Pacific: Open 2,14,game_changers,auto:APAC,auto:main_event,
Project Blender 2025: Spotlight,14,,,auto:main_event,
Champions Tour Vietnam Stage 3: Challengers 3,14,tier1,auto:SEA,auto:main_event,
Predator League India 2024,14,,,auto:main_event,
Predator League 2025 India,14,,,auto:main_event,
Game Changers 2023 Japan: Split 1,14,game_changers,auto:Japan,auto:main_event,
Open Fire Last Call,14,tier3,,auto:main_event,
Game Changers 2023 Championship: São Paulo,14,game_changers,,auto:main_event,
Odyssey Warpros Volume 3,14,tier3,,auto:main_event,
College VALORANT North: Fall 2022,14,collegiate,,auto:main_event,
Game Changers 2023 Asia Pacific: Open 3,14,game_changers,auto:APAC,auto:main_event,
Game Changers 2023 Asia Pacific: Open 1,14,game_changers,auto:APAC,auto:main_event,
Champions Tour Turkey Stage 2: Challengers 1,14,tier1,auto:EMEA,auto:main_event,
Game Changers 2023 Asia Pacific: Elite,14,game_changers,auto:APAC,auto:main_event,
Conkmodo Spring Valorant Slam,14,tier3,,auto:main_event,
Copa Rakin #2,14,tier3,,auto:main_event,
Copa Rakin: Season 1,14,tier3,,auto:main_event,
ESA Open Fire All Stars 2023,14,,,auto:main_event,
Easter Egg Invitational,14,tier3,,auto:main_event,
Nerd Street Gamers Summer Championship - Open 2,14,tier3,auto:NA,auto:main_event,
Nerd Street Gamers Monthly #1,14,tier3,auto:NA,auto:main_event,
NRG Neon Dream Invitational 2022,14,game_changers,,auto:main_event,
FaZe Smeag All Star Weekend,14,,,auto:main_event,
Protocolo: Evolução 2021,14,game_changers,,auto:main_event,
Predator League 2026: Philippines,14,,auto:SEA,auto:main_event,
Champions Tour Thailand Stage 3: Challengers 3,14,tier1,auto:SEA,auto:main_event,
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,14,tier1,auto:SEA,auto:main_event,
SteelSeries Prime Tournament Philippines,14,tier3,auto:SEA,auto:main_event,
Champions Tour Indonesia Stage 1: Challengers 1,14,tier1,auto:SEA,auto:main_event,
Game Changers 2024 LATAM North: Closing,14,game_changers,auto:LATAM,auto:main_event,
Game Changers 2024 Japan: Split 2,14,game_changers,auto:Japan,auto:main_event,
Champions Tour Indonesia Stage 3: Challengers 3,14,tier1,auto:SEA,auto:main_event,
Champions Tour Japan Stage 1: Challengers Playoffs,14,tier1,auto:Japan,auto:main_event,
Champions Tour Japan Stage 1: Masters,14,tier1,auto:Japan,auto:main_event,
Champions Tour Japan Stage 2: Challengers Finals,14,tier1,auto:Japan,auto:main_event,
Champions Tour Malaysia & Singapore Stage 1: Challengers 3,14,tier1,auto:SEA,auto:main_event,
Champions Tour Malaysia & Singapore Stage 2: Challengers 1,14,tier1,auto:SEA,auto:main_event,
Champions Tour Japan Stage 2: Challengers Playoffs,14,tier1,auto:Japan,auto:main_event,
Game Changers 2024 Brazil: Series 3,14,game_changers,auto:Brazil,auto:main_event,
Champions Tour North America Stage 1: Masters,14,tier1,auto:NA,auto:main_event,
Champions Tour Thailand Stage 3: Challengers 2,14,tier1,auto:SEA,auto:main_event,
Champions Tour North America Stage 3: Challengers Playoffs,14,tier1,auto:NA,auto:main_event,
Champions Tour Malaysia & Singapore Stage 3: Challengers 2,14,tier1,auto:SEA,auto:main_event,
Champions Tour North America Stage 2: Challengers Finals,14,tier1,auto:NA,auto:main_event,
Champions Tour Malaysia & Singapore Stage 3: Challengers 3,14,tier1,auto:SEA,auto:main_event,
Nerd Street VALORANT Lockdown - Open 1,13,tier3,auto:NA,auto:main_event,
Gladiators Taiwan Invitational,13,tier3,auto:APAC,auto:main_event,
Meta Open Valorant,13,tier3,,auto:main_event,
GameGune 22,13,tier3,,auto:main_event,
GameGune 24,13,tier3,,auto:main_event,
LVP Genesis Cup Visión,13,tier3,,auto:main_event,
LVP Rising Series - Finale,13,tier3,,auto:main_event,
Underdogs #2,13,tier3,,auto:main_event,
LVP Genesis Cup Fuego,13,tier3,,auto:main_event,
Huya PangHu Cup: Spring,13,tier3,,auto:main_event,
Strike Arabia Championship: Season 1,13,tier1,,auto:main_event,
LPL Challenger Season 3,13,tier3,,auto:main_event,
UTAGE Season 2,13,tier3,,auto:main_event,
Penta Pro Series Season 2,13,,,auto:main_event,
Underdogs #3,13,tier3,,auto:main_event,
Nerd Street Summer Championship 2022 - Philadelphia LAN,13,tier3,auto:NA,auto:main_event,
SteelSeries Prime Invitational 2021 Indonesia,13,tier3,auto:SEA,auto:main_event,
Game Changers 2024 Pacific,13,game_changers,auto:APAC,auto:main_event,
For Those Who Dare 2024,13,,,auto:main_event,
Challengers 2026: SEA Split 2 - Vietnam Qualifier,13,tier2,auto:SEA,auto:qualifier,
Champions Tour Turkey Stage 1: Masters,13,tier1,auto:EMEA,auto:main_event,
Champions Tour Thailand Stage 3: Challengers 1,13,tier1,auto:SEA,auto:main_event,
Challengers 2026: LATAM North ACE Masters,13,tier2,auto:NA,auto:main_event,
Challengers 2026: LATAM South ACE Masters,13,tier2,auto:NA,auto:main_event,
Challengers 2026: MENA Resilience - Middle East Kickoff,13,tier2,auto:EMEA,auto:main_event,
Challengers 2026: MENA Resilience Pulse Stage - North Africa,13,tier2,auto:EMEA,auto:main_event,
Champions Tour Thailand Stage 2: Challengers 1,13,tier1,auto:SEA,auto:main_event,
Challengers 2026: SEA Split 2 - Thailand Qualifier,13,tier2,auto:SEA,auto:qualifier,
Champions Tour Stage 2: EMEA Challengers Playoffs,13,tier1,auto:EMEA,auto:main_event,
Champions Tour Vietnam Stage 3: Challengers 2,13,tier1,auto:SEA,auto:main_event,
Champions Tour Malaysia & Singapore Stage 3: Challengers 1,13,tier1,auto:SEA,auto:main_event,
Champions Tour LATAM Stage 2: Challengers Finals,13,tier1,auto:LATAM,auto:main_event,
Champions Tour Korea Stage 1: Masters,13,tier1,auto:Korea,auto:main_event,
Champions Tour Japan Stage 2: Challengers Week 1,13,tier1,auto:Japan,auto:main_event,
Champions Tour Indonesia Stage 1: Challengers 2,13,tier1,auto:SEA,auto:main_event,
Champions Tour Brazil Stage 2: Challengers 2,13,tier1,auto:Brazil,auto:main_event,
Champions Tour Brazil Stage 3: Challengers 2,13,tier1,auto:Brazil,auto:main_event,
Champions Tour Game Changers Asia Pacific: Last Chance Qualifier,13,game_changers,auto:APAC,auto:lcq,
Champions Tour CIS Stage 1: Masters,13,tier1,auto:CIS,auto:main_event,
Challengers 2025: MENA Resilience North Africa and Levant Stage 2,13,tier2,auto:EMEA,auto:main_event,
Challengers 2023 Portugal: OPEN//WATER,13,auto:tier2,auto:EMEA,auto:main_event,
Aorus League Brazil #3,13,tier3,auto:Brazil,auto:main_event,
First Strike: MENA,13,,auto:EMEA,auto:main_event,
FEL Valorant Cup #3,13,tier3,,auto:main_event,
Game Changers 2023 Asia Pacific: Last Chance Qualifier,13,game_changers,auto:APAC,auto:lcq,
EURAT Valorant Vengeance Series,13,tier3,,auto:main_event,
College VALORANT West: Fall 2022,13,collegiate,,auto:main_event,
Aorus League - LAS #3,13,tier3,,auto:main_event,
Copa Bravíssima,13,tier3,,auto:main_event,
Circuito de Elite - Round #2,13,tier3,,auto:main_event,
Aorus League Brazil #5,13,tier3,auto:Brazil,auto:main_event,
Champions Tour Europe Stage 1: Masters,13,tier1,auto:EMEA,auto:main_event,
Onslaught Valorant League,12,tier3,,auto:main_event,
China Evolution Series 2026: Act 1,12,tier1,auto:China,auto:main_event,
Copa Rakin #1,12,tier3,,auto:main_event,
Champions Tour Japan Stage 3: Challengers Playoffs,12,tier1,auto:Japan,auto:main_event,
China Evolution Series: Act 3,12,tier1,auto:China,auto:main_event,
GLA Baku Summer Cup 2021,12,tier3,,auto:main_event,
Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,12,tier1,auto:APAC,auto:main_event,
China Evolution Series: Act 2 X Asian Champions League,12,tier1,auto:China,auto:main_event,
Mineski VxV,12,tier3,,auto:main_event,
China Evolution Series: Act 1,12,tier1,auto:China,auto:main_event,
Champions Tour Turkey Stage 2: Challengers 2,12,tier1,auto:EMEA,auto:main_event,
Game Changers 2026: Southeast Asia Split 2,12,game_changers,auto:SEA,auto:main_event,
epic32 Online,12,tier3,,auto:main_event,
Game Changers 2026: North America Kickoff,12,game_changers,auto:NA,auto:main_event,
Take the Throne,12,tier3,,auto:main_event,
Game Changers 2026: LATAM North Stage 1,12,game_changers,auto:LATAM,auto:main_event,
Valorant Regional League MENA: Resilience,12,tier2,auto:EMEA,auto:main_event,
Challengers 2026: SEA Split 2 - Philippines Qualifier,12,tier2,auto:SEA,auto:qualifier,
VCT 2025: EMEA Ascension,12,tier1,auto:EMEA,auto:main_event,
Xyper Arena Weekly Showdown #4,12,tier3,,auto:main_event,
Project V 2023: THE POKAL,11,,,auto:main_event,
Nerd Street Gamers Winter Championship - Open 8,11,tier3,auto:NA,auto:main_event,
Underdogs #4,11,tier3,,auto:main_event,
Convergence 2023,11,,,auto:main_event,
Champions Tour CIS Stage 2: Challengers 2,11,tier1,auto:CIS,auto:main_event,
Knights Circuit Weekly #5,11,tier3,auto:NA,auto:main_event,
Aorus League Brazil #4,11,tier3,auto:Brazil,auto:main_event,
The Esports Club Invitational,11,tier3,,auto:main_event,
Challengers 2023 Italy: ON // THE BATTLEFIELD,11,auto:tier2,auto:EMEA,auto:main_event,
Game Changers 2026: LATAM South Stage 1,11,game_changers,auto:LATAM,auto:main_event,
Game Changers 2024 LATAM South: Closing,11,game_changers,auto:LATAM,auto:main_event,
Circuito Tormenta: Liga Radiante 2022 S1,11,tier3,,auto:main_event,
Tixinha & Sacy Invitational 2 By Bonoxs,11,,,auto:main_event,
PVP Esports Final 2020,11,tier3,,auto:main_event,
Valorant Underground: LATAM South,11,,auto:LATAM,auto:main_event,
Game Changers 2025: LATAM North Stage 2,11,game_changers,auto:LATAM,auto:main_event,
The Cozy Clash,11,game_changers,,auto:main_event,
Misfits Gaming Invitational,11,tier3,,auto:main_event,
FTW Summer Showdown,11,game_changers,,auto:main_event,
Esports World Cup 2026,11,tier1,auto:Global,auto:main_event,
Nerd Street Gamers January Open,11,tier3,auto:NA,auto:main_event,
ACE Double Down,11,,,auto:main_event,
FEL Valorant Cup #2,11,tier3,,auto:main_event,
The Esports Club Challenger Series 7,11,tier3,,auto:main_event,
College VALORANT East: Fall 2022,10,collegiate,,auto:main_event,
Circuito de Elite - Round #3,10,tier3,,auto:main_event,
ESL Clash of Nations: OCE,10,,,auto:main_event,
ESL Clash of Nations: KR/JP,10,,,auto:main_event,
College VALORANT South: Fall 2022,10,collegiate,,auto:main_event,
Game Changers 2023 China: Qualifier,10,game_changers,auto:China,auto:qualifier,
Game Changers 2023 East Asia,10,game_changers,,auto:main_event,
Game Changers 2024 Brazil: Series 2,10,game_changers,auto:Brazil,auto:main_event,
Dell Gaming Challenge,10,tier3,,auto:main_event,
DouYu Bie Zhuang Cup Winter,10,tier3,,auto:main_event,
FEL Valorant Cup,10,tier3,,auto:main_event,
Champions Tour Japan Stage 1: Challengers Week 2,10,tier1,auto:Japan,auto:main_event,
Game Changers 2025: Brazil Finals,10,game_changers,auto:Brazil,auto:main_event,
Champions Tour Malaysia & Singapore Stage 2: Challengers 3,10,tier1,auto:SEA,auto:main_event,
Saudi eLeagues 2023: Season 2,10,tier3,,auto:main_event,
China Esports Festival Super Champions Cup,10,,auto:China,auto:main_event,
Challengers 2025: MENA Resilience GCC-Pakistan-Iraq Stage 2,10,tier2,auto:EMEA,auto:main_event,
Sneaky Major,10,tier3,,auto:main_event,
Spike Drop: 003,10,tier3,,auto:main_event,
Game Changers 2025: Southeast Asia Split 1,10,game_changers,auto:SEA,auto:main_event,
Champions Tour Japan Stage 2: Challengers Week 2,10,tier1,auto:Japan,auto:main_event,
Rix.GG Cup,10,tier3,,auto:main_event,
Spike Drop: Vegas Heist,9,,,auto:main_event,
Spotlight Series 2025: Americas,9,game_changers,auto:Americas,auto:main_event,
Predator Kings of PH 2022,9,tier3,,auto:main_event,
Champions Tour Game Changers East Asia: Qualifier,9,game_changers,,auto:qualifier,
Esportsmaker Spike Series,9,tier3,,auto:main_event,
Moscow Cybersport Series #3,9,tier3,,auto:main_event,
Monsters Reloaded 2024,9,tier3,,auto:main_event,
Surfshark Valorant Challenge,9,tier3,,auto:main_event,
TEN Global Invitational 2023,9,,auto:Global,auto:main_event,
TEN Global Invitational 2025,9,,auto:Global,auto:main_event,
MEDUSA Series,9,game_changers,,auto:main_event,
Shooting Stars,9,tier3,,auto:main_event,
Fusion New Rivals,9,tier3,,auto:main_event,
Champions Tour 2023: Pacific Last Chance Qualifier,9,tier1,auto:APAC,auto:lcq,
Champions Tour Japan Stage 1: Challengers Week 1,9,tier1,auto:Japan,auto:main_event,
TEN Valorant Asia Invitational,9,,,auto:main_event,
Champions Tour 2023: Americas Last Chance Qualifier,9,tier1,auto:Americas,auto:lcq,
Tixinha & Sacy Invitational By Bonoxs,9,tier3,,auto:main_event,
Tusovka Cup,9,tier3,,auto:main_event,
Valorant Underground: LATAM North,9,,auto:LATAM,auto:main_event,
Valorant Sunday Showdown #37,9,tier3,,auto:main_event,
All Stars Cup - Season 1,9,tier3,,auto:main_event,
Champions Tour Vietnam Stage 3: Challengers 1,9,tier1,auto:SEA,auto:main_event,
Nicecactus February Trophy,9,tier3,,auto:main_event,
VCT OFF//SEASON Spotlight Series 2024: Americas,9,game_changers,auto:Americas,auto:main_event,
Predator League 2026: Thailand,9,,auto:SEA,auto:main_event,
epic33 Online,9,tier3,,auto:main_event,
Game Changers 2023 LATAM: Finals,9,game_changers,auto:LATAM,auto:main_event,
Intel Rivals Series,9,tier3,,auto:main_event,
Knights Monthly Gauntlet 2022: October,9,tier3,auto:NA,auto:main_event,
Champions Tour Philippines Stage 3: Challengers 3,8,tier1,auto:SEA,auto:main_event,
Game Changers LATAM: Open 2,8,game_changers,auto:LATAM,auto:main_event,
Champions Tour Hong Kong & Taiwan Stage 1: Challengers 2,8,tier1,auto:APAC,auto:main_event,
Champions Tour Hong Kong & Taiwan Stage 2: Challengers 1,8,tier1,auto:APAC,auto:main_event,
Skyesports Grand Slam,8,tier3,,auto:main_event,
Game Changers LATAM: Open 3,8,game_changers,auto:LATAM,auto:main_event,
Polish Open #FRAMESWINGAMES,8,tier3,,auto:main_event,
Aorus League - LAS #2,8,tier3,,auto:main_event,
Star Project: Season 1,8,tier3,,auto:main_event,
Sentinels Invitational 2025,8,,,auto:main_event,
Sentinels Invitational 2023,8,tier3,,auto:main_event,
GARMIN Thailand Valorant Tournament,8,tier3,auto:SEA,auto:main_event,
Champions Tour Indonesia Stage 2: Challengers 1,8,tier1,auto:SEA,auto:main_event,
Open Fire,8,tier3,,auto:main_event,
OnFire Cup,8,tier3,,auto:main_event,
China Evolution Series: Epilogue,8,tier1,auto:China,auto:main_event,
Champions Tour Game Changers LATAM: Finals,8,game_changers,auto:LATAM,auto:main_event,
BLAST Twitch Invitational,8,,,auto:main_event,
Super League Arena,8,tier3,,auto:main_event,
Knights Monthly Gauntlet 2023: March,8,tier3,auto:NA,auto:main_event,
Immortals First Light,8,tier3,,auto:main_event,
Nicecactus New Year Trophy,8,tier3,,auto:main_event,
Knights Monthly Gauntlet 2023: November,8,tier3,auto:NA,auto:main_event,
Champions Tour CIS Stage 1: Challengers 3,8,tier1,auto:CIS,auto:main_event,
Champions Tour 2023: EMEA Last Chance Qualifier,8,tier1,auto:EMEA,auto:lcq,
VALORANT Zone Invitational #2,8,tier3,,auto:main_event,
Challengers 2025: France Revolution Up and Down,8,tier2,auto:EMEA,auto:main_event,
Esportsmaker Spike Ladies #7,8,game_changers,,auto:main_event,
ESTAZ Valorant Elite League,8,tier3,,auto:main_event,
Champions Tour Indonesia Stage 2: Challengers 2,8,tier1,auto:SEA,auto:main_event,
Champions Tour Hong Kong & Taiwan Stage 3: Challengers 2,8,tier1,auto:APAC,auto:main_event,
Game Changers 2025: Brazil Kickoff,8,game_changers,auto:Brazil,auto:main_event,
SEN City Classic,8,,,auto:main_event,
Champions Tour Philippines Stage 3: Challengers 2,8,tier1,auto:SEA,auto:main_event,
Yuvin Valorant Invitational Cup,8,tier3,,auto:main_event,
Champions Tour Thailand Stage 1: Challengers 1,8,tier1,auto:SEA,auto:main_event,
RAGE Japan Tournament,8,,auto:Japan,auto:main_event,
Liga Movistar - Fibra Pro Shot,8,tier3,,auto:main_event,
Champions Tour Turkey Stage 1: Challengers 3,8,tier1,auto:EMEA,auto:main_event,
Riot Games ONE 2023,8,,,auto:main_event,
Knights Circuit Weekly #4,8,tier3,auto:NA,auto:main_event,
AORUS x AMD Pro Series Valorant,8,tier3,,auto:main_event,
Empire Play North Africa Invitational,8,,,auto:main_event,
SEN City Classic 2025,8,,,auto:main_event,
Predator League 2026: Oceania,8,,auto:Oceania,auto:main_event,
Knights Monthly Gauntlet 2022: July,8,tier3,auto:NA,auto:main_event,
Champions Tour Indonesia Stage 3: Challengers 2,8,tier1,auto:SEA,auto:main_event,
Champions Tour Indonesia Stage 2: Challengers 3,8,tier1,auto:SEA,auto:main_event,
Polish Esport Cup 2020,7,tier3,,auto:main_event,
D2E Series Brazil,7,tier3,auto:Brazil,auto:main_event,
Champions Tour Philippines Stage 1: Challengers 2,7,tier1,auto:SEA,auto:main_event,
HERO ESPORTS ASIAN CHAMPIONS LEAGUE 2025,7,,,auto:main_event,
Nerd Street Summer Championship 2022 - Open 8,7,tier3,auto:NA,auto:main_event,
Community Gaming Premier Series #2,7,tier3,,auto:main_event,
TheGym Singapore Invitational,7,tier3,auto:SEA,auto:main_event,
Trovo Challenge Europe,7,tier3,auto:EMEA,auto:main_event,
Copa brMalls,7,tier3,,auto:main_event,
Champions Tour SEA Stage 1: Masters,7,tier1,auto:SEA,auto:main_event,
Douyu Bie Zhuang Cup Season 1,7,tier3,,auto:main_event,
Knights Monthly Gauntlet: March,7,tier3,auto:NA,auto:main_event,
Sakura Cup #10,7,game_changers,,auto:main_event,
Champions Tour Philippines Stage 2: Challengers 1,7,tier1,auto:SEA,auto:main_event,
Champions Tour Philippines Stage 2: Challengers 3,7,tier1,auto:SEA,auto:main_event,
VALORÃO Cup - Invitational,7,tier3,,auto:main_event,
VCS Midwest Showdown,7,tier3,,auto:main_event,
Champions Tour Philippines Stage 3: Challengers 1,7,tier1,auto:SEA,auto:main_event,
Predator League 2025 Indonesia,7,,auto:SEA,auto:main_event,
EURAT Valorant Vanquisher Series,7,tier3,,auto:main_event,
Champions Tour Brazil Stage 1: Masters,7,tier1,auto:Brazil,auto:main_event,
Nicecactus Summer Trophy #1,7,tier3,,auto:main_event,
ROG Cup,7,tier3,,auto:main_event,
Champions Tour Philippines Stage 1: Challengers 1,7,tier1,auto:SEA,auto:main_event,
Penta Esports Invitational,7,tier3,,auto:main_event,
Champions Tour Hong Kong & Taiwan Stage 2: Challengers 3,7,tier1,auto:APAC,auto:main_event,
Predator League Indonesia 2024,7,,auto:SEA,auto:main_event,
Circuito De Elite - Finals,7,tier3,,auto:main_event,
Rix.GG May Open,7,tier3,,auto:main_event,
Predator League Thailand 2024,7,,auto:SEA,auto:main_event,
Spotlight Series 2025: Pacific x GES Asia,7,game_changers,auto:APAC,auto:main_event,
Champions Tour Hong Kong & Taiwan Stage 3: Challengers 3,7,tier1,auto:APAC,auto:main_event,
SOOP Elite Cup 2024,7,tier3,,auto:main_event,
Clan Masters,7,tier3,,auto:main_event,
Cloud9 To The Skyes Invitational,7,tier3,,auto:main_event,
Champions Tour Indonesia Stage 3: Challengers 1,7,tier1,auto:SEA,auto:main_event,
Super Girl Gamer Pro - Summer 2023: Championships,7,game_changers,,auto:main_event,
Sakura Cup #4,7,game_changers,,auto:main_event,
Champions Tour Game Changers Asia Pacific: Open Overtime,7,game_changers,auto:APAC,auto:main_event,
Champions Tour Thailand Stage 1: Challengers 3,7,tier1,auto:SEA,auto:main_event,
HyperX Valorant Nightcup,7,tier3,,auto:main_event,
Nicecactus Summer Trophy #2,7,tier3,,auto:main_event,
Challengers 2025: Oceania Stage 1,7,tier2,auto:Oceania,auto:main_event,
Predator League 2026: Indonesia,7,,auto:SEA,auto:main_event,
G4 Rumble,7,,,auto:main_event,
LVL Clash Regional #2,7,tier3,,auto:main_event,
NRG Neon Dream Invitational 2025,7,game_changers,,auto:main_event,
Valorant Regional League France: Revolution - Stage 2 Relegation,7,tier2,auto:EMEA,auto:main_event,
Aorus South Asia Cup,7,tier3,,auto:main_event,
Argentina Game Show Cup 2023,7,,,auto:main_event,
Mineski VxV 2021: Invitational,7,tier3,,auto:main_event,
BEACON Open Split 2: Finals,7,tier3,,auto:main_event,
First Strike: Hong Kong & Taiwan,7,,auto:APAC,auto:main_event,
Valorant Open Tour France: Main Event,7,tier3,auto:EMEA,auto:main_event,
LVL Clash Regional #1,7,tier3,,auto:main_event,
Beloud Cup #1,7,tier3,,auto:main_event,
Mount Phenom Zero: Valorant Weekend,7,tier3,,auto:main_event,
Valorant Fast!,7,tier3,,auto:main_event,
Beloud Cup #5,7,tier3,,auto:main_event,
Bleed eSports Christmas Showdown,7,tier3,,auto:main_event,
CLUTCH BATTLES LAIR.GG,7,tier3,,auto:main_event,
FPSThailand Tournament,7,tier3,auto:SEA,auto:main_event,
Game Changers 2026: LATAM North Stage 2,7,game_changers,auto:LATAM,auto:main_event,
FlyQuest Trailblazer Tournament - October,7,game_changers,,auto:main_event,
MSI Beat up Tournament,7,tier3,,auto:main_event,
W Click Pro Series Invitational,7,tier3,,auto:main_event,
24cyber ORCs Cup Weekly,7,tier3,,auto:main_event,
eGG esports G-Tune Invitational,7,tier3,,auto:main_event,
A1 eSports VALORANT Cup,7,tier3,,auto:main_event,
WESL x Toonation,7,tier3,,auto:main_event,
WD Black Cup: Season 3,7,tier3,,auto:main_event,
AfreecaTV Asia Invitational Winter,7,tier3,,auto:main_event,
Valorant Versus,7,tier3,,auto:main_event,
Aim Lab Frostbite Series,7,game_changers,,auto:main_event,
Game Changers 2026: LATAM South Stage 2,7,game_changers,auto:LATAM,auto:main_event,
Valorant Sunday Showdown #36,7,tier3,,auto:main_event,
Ludwig x Tarik Invitational,7,,,auto:main_event,
Ludwig x Tarik Invitational 2,7,,,auto:main_event,
Valorant Scrimmage Season 1,7,tier3,,auto:main_event,
Aim Lab EU Series,7,tier3,,auto:main_event,
NRG Neon Dream Invitational 2024,7,game_changers,,auto:main_event,
Ultimasters AOC #2,7,tier3,,auto:main_event,
EsportsDoug x eUnited Charity Clash,7,tier3,,auto:main_event,
VCT OFF//SEASON Spotlight Series 2024: Pacific,7,game_changers,auto:APAC,auto:main_event,
FEL Valorant Cup #5,6,tier3,,auto:main_event,
AfreecaTV Asia Invitational Summer,6,tier3,,auto:main_event,
Game Changers 2023 Korea: Stage 1,6,game_changers,auto:Korea,auto:main_event,
Game Changers 2023 Korea: Stage 2,6,game_changers,auto:Korea,auto:main_event,
Challengers 2025: LATAM ACE Promotion/Relegation,6,tier2,auto:NA,auto:main_event,
Ludwig x Tarik Invitational 3,6,,,auto:main_event,
Sakura Cup #7,6,game_changers,,auto:main_event,
Saudi eLeague 2024: Championship,6,tier3,,auto:main_event,
Challengers 2025: Brazil Gamers Club Last Chance Qualifier,6,tier2,auto:Brazil,auto:lcq,
GoodGameWP Valorant Series #1,6,tier3,,auto:main_event,
Amazon Great Indian Festival - Championship,6,tier3,,auto:main_event,
Magyar Esport Kupa,6,tier3,,auto:main_event,
Predator Esports Circuit,6,tier3,,auto:main_event,
Magyar Esport Kupa #2,6,tier3,,auto:main_event,
Game Changers 2023 LATAM: Last Chance Qualifier,6,game_changers,auto:LATAM,auto:lcq,
Game Changers 2026: Japan Split 2,6,game_changers,auto:Japan,auto:main_event,
JD Cup,6,tier3,,auto:main_event,
Challengers 2026: NORTH//EAST Kickoff,6,tier2,,auto:main_event,
Game Changers 2025: China Stage 2,6,game_changers,auto:China,auto:main_event,
LVP FPS All-Star,6,tier3,,auto:main_event,
Red Bull Instalock 2024,6,game_changers,,auto:main_event,
GALLERIA GLOBAL CHALLENGE 2020,6,tier3,auto:Global,auto:main_event,
A1 eSports Cup #8,6,tier3,,auto:main_event,
A1 eSports Invitational 2024,6,tier3,,auto:main_event,
Game Changers Academy 2022 - August,6,game_changers,,auto:main_event,
Fragleague S5 Cup Nordic,6,tier3,,auto:main_event,
RAGE Autumn 2022,6,,,auto:main_event,
Wingwoman Series,6,game_changers,,auto:main_event,
Red Bull Instalock 2025,6,game_changers,,auto:main_event,
AfreecaTV Asia Invitational Fall,6,tier3,,auto:main_event,
Champions Tour Latin America Stage 2: Playoffs,6,tier1,,auto:main_event,
KombatKlub League - Season 1,6,tier3,,auto:main_event,
Riot Games ONE 2024,6,,,auto:main_event,
Riot Games ONE Pro Invitational 2022,6,,,auto:main_event,
Champions Tour Latin America Stage 1: Playoffs,6,tier1,,auto:main_event,
Charge Gaming Cup #2,6,tier3,,auto:main_event,
APE TopClass Academy Tournament,6,tier3,,auto:main_event,
PLE.GG Valorant Nations Circuit Season 2,6,tier3,,auto:main_event,
Game Changers 2025: Japan Split 1,6,game_changers,auto:Japan,auto:main_event,
Challengers 2025: MENA Resilience LAN Finals,6,tier2,auto:EMEA,auto:main_event,
Moroccan Spike Tournament,6,tier3,,auto:main_event,
Challengers League 2025: Japan Finals,6,tier2,auto:Japan,auto:main_event,
Superdome 2023: Colombia,6,,,auto:main_event,
Challengers League 2024 Thailand: Ascension Qualifier Series,6,tier2,auto:SEA,auto:qualifier,
Bleed eSports Community Tournament,6,tier3,,auto:main_event,
Game Changers 2025: Oceania Split 2,6,game_changers,auto:Oceania,auto:main_event,
Movistar Fibra: LATAM Gods,6,,auto:LATAM,auto:main_event,
Nicecactus Fall Trophy #1,6,tier3,,auto:main_event,
Nerd Street VALORANT Lockdown - Open 2,6,tier3,auto:NA,auto:main_event,
Trovo Challenge North America,6,tier3,auto:NA,auto:main_event,
TechnoBlood Climber Summit,6,tier3,,auto:main_event,
Challengers League 2024 MENA: Regional Playoffs,6,tier2,auto:EMEA,auto:main_event,
Finest Invitational,6,tier3,,auto:main_event,
The Esports Club: The Arena Championship 2023,6,tier3,,auto:main_event,
Game Changers 2026: Japan Split 1,6,game_changers,auto:Japan,auto:main_event,
Game Changers 2024 Japan: Split 1,6,game_changers,auto:Japan,auto:main_event,
The Funhaver Invitational - Fight or Flight Finals,6,tier3,,auto:main_event,
Challengers League MENA Resilience: LAN Finals,6,tier2,auto:EMEA,auto:main_event,
Challengers 2025: Spain Rising Promotion,5,tier2,auto:EMEA,auto:main_event,
Fortress (touch)Grassroots Esports 2026: Regional Finals,5,tier2,,auto:main_event,
Game Changers Academy 2022 - October,5,game_changers,,auto:main_event,
CriticalX Valorant Milestone,5,tier3,,auto:main_event,
UTAGE Season 3,5,tier3,,auto:main_event,
AfreecaTV Asia Showdown,5,,,auto:main_event,
Global Esports: Face Off,5,,auto:Global,auto:main_event,
COOLER Cup,5,tier3,,auto:main_event,
